    Soil_Type,Soil_pH,Soil_Moisture,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Recommended_Fertilizer
Sandy,6.86,37.83,22,85,48,16.7,61.07,952.47,Sugarcane,Urea
Silt,7.91,36.83,29,86,97,37.78,61.52,1900.8,Sugarcane,Urea
Sandy,4.79,58.51,25,77,114,11.67,59.91,2068.42,Sugarcane,Urea
Sandy,4.66,30.98,96,17,23,33.64,82.83,2639.94,Sugarcane,DAP
Clay,5.13,54.5,109,34,106,33.37,63.94,1420.37,Sugarcane,DAP
Sandy,6.01,10.21,153,54,109,18.16,62.74,1716.5,Sugarcane,NPK
Clay,7.77,13.32,127,20,30,34.05,33.39,1640.49,Sugarcane,DAP
Loamy,6.59,30.41,107,29,28,36.23,85.57,742.22,Sugarcane,DAP
Silt,5.18,55.81,115,68,18,21.49,69.37,2676.5,Sugarcane,MOP
Clay,5.3,28.56,42,11,57,18.29,49.91,617.77,Sugarcane,Urea
Silt,6.01,29.79,64,85,95,11.42,36.07,1652.02,Sugarcane,Zinc Sulphate
Silt,5.5,41.28,43,29,108,25.83,45.46,1888.1,Sugarcane,Urea
Loamy,5.71,46.07,47,52,34,33.48,75.02,964.56,Sugarcane,Urea
Sandy,5.6,34.67,24,16,63,19.43,60.39,478.21,Sugarcane,Urea
Sandy,8.22,50.25,108,86,55,22.5,68.66,1221.33,Sugarcane,Zinc Sulphate
Loamy,4.54,39.14,43,52,119,26.08,40.99,864.01,Sugarcane,Urea
Silt,6.08,36.47,100,65,114,10.62,79.03,2346.25,Sugarcane,MOP
Sandy,8.49,25.2,73,65,33,38.55,49.7,492.87,Sugarcane,MOP
Silt,8.33,10.17,57,88,54,34.7,89.28,1721.34,Sugarcane,Urea
Sandy,7.11,24.85,108,12,118,16.04,42.69,834.95,Sugarcane,DAP
Sandy,5.22,14.43,33,74,31,23.74,72.47,212.68,Sugarcane,Urea
Sandy,7.78,40.41,135,80,18,21.85,60.16,1391.99,Sugarcane,MOP
Silt,5.71,47.32,51,65,31,18.65,36.77,926.29,Sugarcane,Urea
Silt,8.41,30.64,44,13,44,15.01,66.14,2100.1,Sugarcane,Urea
Silt,7.2,55.75,41,74,21,24.48,58.45,2416.42,Sugarcane,Urea
Silt,6.47,12.48,126,74,53,26.22,55.52,438.36,Sugarcane,NPK
Silt,4.78,21.82,154,16,80,20.17,89.32,2423.51,Sugarcane,DAP
Sandy,7.14,47.19,78,68,35,26.05,82.91,418.78,Sugarcane,MOP
Sandy,5.94,14.12,91,44,48,18.67,79.26,1494.92,Sugarcane,DAP
Silt,4.54,49.04,71,33,116,29.9,75.35,2863.33,Sugarcane,DAP
Loamy,8.0,24.75,130,72,29,18.35,31.6,1379.63,Sugarcane,MOP
Sandy,5.56,44.24,48,32,97,35.43,38.73,1739.48,Sugarcane,Urea
Silt,7.28,57.76,104,32,19,35.02,61.45,1298.87,Sugarcane,DAP
Clay,7.57,31.88,45,88,61,38.95,39.0,2876.29,Sugarcane,Urea
Silt,5.67,59.85,128,32,84,30.96,33.75,1289.62,Sugarcane,DAP
Clay,6.21,49.18,119,15,48,27.38,52.0,2549.05,Sugarcane,DAP
Silt,5.83,36.13,135,89,36,25.83,77.71,2975.33,Sugarcane,MOP
Sandy,5.46,52.88,99,62,84,22.16,46.06,501.81,Sugarcane,Compost
Clay,5.48,45.03,150,79,74,34.18,80.45,2650.6,Sugarcane,Compost
Clay,7.37,53.97,144,36,13,15.99,64.43,408.69,Sugarcane,DAP
Sandy,7.13,56.51,139,28,23,21.12,88.84,1289.56,Sugarcane,DAP
Silt,7.81,20.32,148,35,38,38.38,36.4,1556.58,Sugarcane,DAP
Clay,7.58,22.2,151,62,55,39.37,81.76,232.95,Sugarcane,Urea
Silt,7.36,41.41,100,33,32,36.01,62.27,2529.91,Sugarcane,DAP
Sandy,7.96,21.8,124,25,116,16.92,51.53,2051.19,Sugarcane,DAP
Silt,7.04,49.87,102,33,101,32.48,83.92,914.37,Sugarcane,DAP
Sandy,6.96,11.7,20,30,13,27.92,54.64,1284.02,Sugarcane,Urea
Silt,5.94,23.67,105,84,107,28.04,33.78,801.08,Sugarcane,Zinc Sulphate
Sandy,7.23,41.25,129,28,21,13.19,50.45,2133.06,Sugarcane,DAP
Clay,5.67,43.43,88,88,102,36.7,84.36,2363.49,Sugarcane,NPK
Silt,6.18,37.4,90,82,51,16.72,87.54,1691.85,Sugarcane,MOP
Clay,5.03,43.38,57,51,113,24.03,86.8,2513.24,Sugarcane,Urea
Silt,8.01,24.23,36,52,65,13.86,44.94,589.47,Sugarcane,Urea
Loamy,4.54,54.83,68,50,74,18.92,49.28,1358.9,Sugarcane,Compost
Sandy,6.69,37.19,97,74,11,28.97,75.42,848.81,Sugarcane,MOP
Loamy,5.3,17.31,55,30,104,12.54,70.2,1042.93,Sugarcane,Urea
Sandy,5.69,55.48,32,65,106,21.47,81.57,1186.41,Sugarcane,Urea
Sandy,5.2,47.76,86,53,31,25.26,88.89,1159.32,Sugarcane,MOP
Clay,5.7,10.64,145,34,13,17.41,84.09,459.0,Sugarcane,DAP
Sandy,7.71,12.23,96,81,29,18.11,69.12,1598.45,Sugarcane,MOP
Sandy,4.82,30.04,88,68,99,32.62,79.49,2602.14,Sugarcane,Compost
Clay,7.87,36.71,96,57,22,31.95,71.84,2272.37,Sugarcane,MOP
Loamy,6.97,12.96,58,42,43,36.11,79.45,2435.22,Sugarcane,Urea
Clay,6.3,37.12,42,70,43,12.14,48.56,944.73,Sugarcane,Urea
Loamy,4.67,42.51,67,35,72,23.62,30.79,2671.45,Sugarcane,DAP
Silt,6.42,42.77,71,10,93,29.78,70.43,1085.16,Sugarcane,DAP
Clay,5.65,12.25,22,42,39,15.01,39.95,1642.87,Sugarcane,Urea
Sandy,8.13,21.22,133,57,39,11.31,46.97,1553.49,Sugarcane,MOP
Sandy,7.0,19.55,154,57,10,36.08,65.61,494.1,Sugarcane,MOP
Sandy,4.87,58.93,42,45,22,26.85,77.47,1383.57,Sugarcane,Urea
Sandy,5.14,46.3,40,49,86,22.27,42.07,2635.28,Sugarcane,Urea
Silt,8.3,55.06,43,66,58,14.3,44.37,1134.21,Sugarcane,Urea
Sandy,4.55,44.33,21,62,43,23.88,82.62,2675.41,Sugarcane,Urea
Loamy,6.98,38.2,120,56,102,28.71,82.07,406.43,Sugarcane,NPK
Clay,7.93,19.62,49,70,33,15.79,37.74,440.91,Sugarcane,Urea
Loamy,6.07,50.66,30,60,18,13.95,54.52,1098.84,Sugarcane,Urea
Silt,4.55,47.29,136,39,35,34.69,31.68,240.13,Sugarcane,DAP
Sandy,5.13,21.1,78,55,34,21.5,89.5,261.98,Sugarcane,MOP
Silt,7.95,29.56,75,15,16,38.03,79.48,557.46,Sugarcane,DAP
Sandy,4.94,22.65,94,51,89,25.67,64.93,2797.83,Sugarcane,Compost
Silt,6.23,48.28,117,85,73,25.13,38.34,2594.13,Sugarcane,SSP
Clay,4.73,19.55,102,64,100,30.01,38.91,1932.08,Sugarcane,Compost
Loamy,5.15,54.84,145,36,20,19.44,66.92,2767.62,Sugarcane,DAP
Silt,7.83,46.31,129,54,119,32.26,60.16,1140.3,Sugarcane,Zinc Sulphate
Silt,6.55,38.67,113,41,68,31.18,32.85,2040.93,Sugarcane,NPK
Clay,8.01,32.69,33,16,55,38.53,55.65,2878.19,Sugarcane,Urea
Loamy,6.3,54.7,121,14,43,37.67,33.59,2026.67,Sugarcane,DAP
Sandy,6.02,48.03,43,30,17,39.87,83.06,1207.79,Sugarcane,Urea
Loamy,8.31,47.0,119,11,55,28.2,71.71,2214.9,Sugarcane,DAP
Clay,6.7,60.0,59,25,79,23.25,55.12,2314.84,Sugarcane,Urea
Loamy,8.01,50.6,119,78,15,31.41,80.05,240.94,Sugarcane,MOP
Silt,5.78,41.09,70,40,42,25.14,31.11,1887.29,Sugarcane,NPK
Clay,6.52,50.76,158,37,102,24.52,32.09,1410.05,Sugarcane,DAP
Silt,4.87,55.19,29,85,76,12.94,85.36,1349.5,Sugarcane,Urea
Sandy,6.38,21.26,54,84,46,22.4,58.77,2157.1,Sugarcane,Urea
Silt,7.76,57.44,80,16,25,27.12,81.37,2342.36,Sugarcane,DAP
Loamy,7.77,33.53,58,46,45,17.1,40.26,1272.26,Sugarcane,Urea
Clay,7.41,56.23,95,65,14,37.67,70.91,2288.98,Sugarcane,MOP
Sandy,7.02,54.59,40,86,52,31.02,33.67,586.53,Sugarcane,Urea
Silt,4.6,31.34,155,61,16,26.87,86.22,396.37,Sugarcane,MOP
Sandy,6.83,53.82,80,49,96,36.17,60.05,797.39,Sugarcane,NPK
Loamy,6.46,51.71,141,44,16,16.53,87.47,597.23,Sugarcane,MOP
Silt,6.03,38.85,95,60,37,17.6,58.83,2872.23,Sugarcane,MOP
Sandy,5.75,39.18,115,75,11,36.59,64.06,1758.53,Sugarcane,MOP
Silt,5.94,23.6,83,38,117,14.13,80.45,2514.91,Sugarcane,DAP
Silt,5.01,59.2,74,88,65,17.57,57.59,975.35,Sugarcane,Compost
Silt,6.87,18.77,78,65,30,18.75,52.09,2780.43,Sugarcane,MOP
Silt,4.67,33.98,31,84,86,38.03,46.31,761.17,Sugarcane,Urea
Sandy,6.14,42.1,151,15,76,20.8,45.5,2829.81,Sugarcane,DAP
Silt,7.31,41.41,65,53,50,16.69,88.86,1198.65,Sugarcane,Urea
Sandy,6.73,38.69,146,89,103,20.52,73.79,746.69,Sugarcane,Zinc Sulphate
Silt,7.86,52.34,136,21,55,30.24,37.86,1018.07,Sugarcane,DAP
Loamy,6.43,16.02,23,72,37,29.29,82.41,642.29,Sugarcane,Urea
Silt,7.62,49.63,56,30,117,34.41,52.25,2195.65,Sugarcane,Urea
Sandy,5.45,46.01,55,40,74,37.87,78.04,607.2,Sugarcane,Urea
Loamy,7.52,31.91,61,67,33,31.05,78.6,425.05,Sugarcane,MOP
Sandy,8.15,10.85,95,85,34,10.67,88.59,1909.56,Sugarcane,MOP
Silt,7.97,22.93,156,47,64,31.22,68.57,2880.9,Sugarcane,Zinc Sulphate
Clay,6.94,45.32,122,62,118,10.89,65.56,2447.26,Sugarcane,Zinc Sulphate
Silt,5.3,35.38,95,40,112,38.89,58.42,2937.16,Sugarcane,Compost
Silt,6.55,34.21,108,14,65,14.38,73.73,830.44,Sugarcane,DAP
Silt,7.48,41.46,45,33,113,14.75,42.25,242.63,Sugarcane,Urea
Silt,5.38,59.09,96,66,105,25.55,82.13,1508.68,Tomato,Compost
Loamy,8.4,21.04,99,11,62,33.65,39.71,1146.16,Tomato,DAP
Loamy,7.28,14.12,125,15,114,22.73,51.57,1283.55,Tomato,DAP
Loamy,5.45,55.79,52,72,91,11.91,70.49,436.74,Tomato,Urea
Silt,6.57,33.63,88,41,45,11.32,84.28,855.59,Tomato,NPK
Clay,5.57,58.1,116,37,102,25.47,85.24,1308.89,Tomato,DAP
Sandy,8.42,36.33,103,51,91,20.96,35.72,1869.21,Tomato,Zinc Sulphate
Loamy,5.92,27.19,108,39,50,22.88,65.8,1139.77,Tomato,DAP
Loamy,5.33,39.26,63,86,39,32.43,85.62,1321.56,Tomato,MOP
Sandy,7.07,40.57,119,14,18,27.81,77.53,1997.95,Tomato,DAP
Sandy,8.28,19.55,21,53,31,36.64,57.73,2138.11,Tomato,Urea
Silt,8.38,53.07,34,87,111,32.44,42.57,735.21,Tomato,Urea
Clay,8.3,24.82,146,23,66,10.22,83.43,1556.34,Tomato,DAP
Clay,4.56,33.54,61,47,25,10.11,68.37,1285.53,Tomato,MOP
Sandy,7.31,48.93,86,85,59,32.12,46.36,624.43,Tomato,SSP
Loamy,7.17,32.79,22,16,110,21.79,59.82,2661.63,Tomato,Urea
Loamy,6.66,31.68,66,51,108,33.5,32.82,2662.7,Tomato,NPK
Loamy,5.6,16.14,134,32,48,13.45,82.49,1714.46,Tomato,DAP
Clay,5.45,51.65,150,44,106,29.25,73.62,1371.44,Tomato,Compost
Silt,4.99,14.37,127,47,79,12.05,86.76,2060.36,Tomato,Compost
Clay,5.15,16.11,145,18,116,25.09,58.85,2560.99,Tomato,DAP
Silt,7.75,40.3,48,54,92,24.55,68.87,311.02,Tomato,Urea
Clay,5.68,35.0,110,29,15,23.78,32.99,980.44,Tomato,DAP
Clay,5.69,48.74,65,45,40,36.18,53.75,1322.96,Tomato,NPK
Silt,7.93,44.18,63,87,52,21.86,62.51,1494.04,Tomato,Zinc Sulphate
Clay,7.1,23.37,113,48,57,28.11,72.91,1929.49,Tomato,MOP
Sandy,6.35,43.96,99,56,72,31.37,57.16,871.21,Tomato,Compost
Silt,7.82,40.27,49,65,11,23.48,62.93,1043.2,Tomato,Urea
Silt,6.08,14.56,133,73,73,15.63,81.81,2413.85,Tomato,SSP
Silt,6.81,52.1,137,21,36,28.43,89.99,1839.59,Tomato,DAP
Clay,5.87,36.17,24,64,76,10.97,73.21,931.85,Tomato,Urea
Loamy,7.38,10.48,49,51,98,38.87,87.43,898.12,Tomato,Urea
Sandy,4.56,22.19,139,56,102,33.93,81.79,1120.97,Tomato,Compost
Loamy,7.66,39.75,71,48,36,18.63,86.79,2262.13,Tomato,MOP
Sandy,6.07,54.2,126,49,86,20.66,82.37,615.12,Tomato,SSP
Loamy,5.17,32.79,132,68,103,23.92,41.79,2073.62,Tomato,Compost
Silt,7.21,37.6,73,78,45,36.77,32.61,226.38,Tomato,MOP
Clay,6.35,40.75,90,25,99,27.2,34.55,730.6,Tomato,DAP
Silt,6.09,27.13,100,63,86,34.54,72.82,1074.8,Tomato,NPK
Silt,8.06,11.32,67,32,68,28.32,55.4,1758.93,Tomato,DAP
Sandy,6.67,37.23,32,51,111,22.2,44.15,1247.94,Tomato,Urea
Silt,5.32,47.34,102,87,68,33.57,59.3,1766.16,Tomato,Compost
Silt,7.18,36.11,42,51,75,10.52,75.83,1382.48,Tomato,Urea
Sandy,5.08,42.77,56,15,33,18.29,35.84,2008.54,Tomato,Urea
Loamy,7.87,39.19,86,46,93,38.79,84.58,2754.42,Tomato,Zinc Sulphate
Sandy,4.93,44.48,49,16,78,18.46,52.95,2198.0,Tomato,Urea
Sandy,5.01,44.27,156,81,102,10.06,67.69,2307.06,Tomato,Compost
Silt,5.31,47.96,129,56,37,29.58,56.99,2392.39,Tomato,MOP
Clay,5.15,18.84,74,68,70,18.48,64.09,829.93,Tomato,Compost
Loamy,5.7,55.62,35,28,24,10.97,47.51,2500.45,Tomato,Urea
Sandy,4.93,22.36,20,54,86,20.93,32.08,2381.99,Tomato,Urea
Loamy,7.79,47.75,98,74,67,24.48,51.58,2197.03,Tomato,Compost
Sandy,6.85,18.47,55,23,13,27.01,53.47,437.8,Tomato,Urea
Silt,8.28,11.54,159,68,11,38.23,49.34,2248.78,Tomato,MOP
Clay,7.58,14.97,117,55,118,11.78,44.35,671.02,Tomato,MOP
Silt,7.71,49.78,152,26,78,17.04,77.95,2794.23,Tomato,DAP
Sandy,6.06,24.23,65,80,25,11.84,81.5,2402.08,Tomato,MOP
Sandy,5.52,45.07,32,55,59,33.57,55.28,2520.02,Tomato,Urea
Sandy,5.46,58.61,144,22,17,33.96,65.49,248.76,Tomato,DAP
Loamy,5.96,46.54,104,57,55,21.8,66.69,1574.76,Tomato,Compost
Clay,8.29,18.34,125,15,15,24.12,39.34,1046.82,Tomato,DAP
Silt,5.05,25.76,128,45,96,32.85,70.96,2797.6,Tomato,Compost
Loamy,6.61,29.19,145,61,119,27.72,51.32,2297.63,Tomato,NPK
Silt,8.22,23.36,68,83,79,33.95,42.82,2066.85,Tomato,Zinc Sulphate
Silt,6.96,17.48,93,27,74,32.79,87.0,2192.0,Tomato,DAP
Loamy,8.23,31.41,69,32,79,35.66,83.98,1039.64,Tomato,DAP
Clay,6.49,32.77,92,18,28,32.39,64.53,348.2,Tomato,DAP
Sandy,6.1,15.29,151,48,63,13.73,38.32,1136.44,Tomato,NPK
Loamy,7.09,59.02,111,19,115,31.86,63.46,1244.25,Tomato,DAP
Sandy,6.82,11.39,154,75,23,20.3,87.43,245.86,Tomato,MOP
Loamy,7.78,59.52,121,74,10,27.75,66.45,1732.92,Tomato,MOP
Sandy,7.74,53.0,145,82,92,12.38,33.79,1800.42,Tomato,Urea
Clay,7.94,18.01,24,65,104,34.37,88.66,2536.43,Tomato,Urea
Loamy,6.72,42.86,145,11,53,15.1,71.26,569.78,Tomato,DAP
Clay,6.87,46.97,50,26,84,30.47,55.64,1884.77,Tomato,Urea
Silt,8.21,26.6,93,12,24,34.33,36.1,2019.02,Tomato,DAP
Loamy,6.81,37.67,44,48,36,36.67,54.8,2910.42,Tomato,Urea
Sandy,8.43,40.57,75,34,31,28.57,32.98,481.47,Tomato,DAP
Sandy,7.39,47.3,43,17,118,33.4,80.82,1679.71,Tomato,Urea
Silt,4.53,14.0,41,53,117,20.92,78.23,683.64,Tomato,Urea
Loamy,6.75,24.12,108,53,61,19.86,56.54,2391.41,Tomato,Urea
Loamy,5.81,20.04,145,88,35,28.83,30.58,1135.43,Tomato,MOP
Loamy,6.31,58.32,37,38,89,27.7,69.8,2331.88,Tomato,Urea
Silt,5.84,44.17,70,35,94,29.52,81.78,586.83,Tomato,DAP
Silt,7.35,14.74,21,40,35,23.89,46.47,1476.59,Tomato,Urea
Sandy,6.86,49.45,58,28,108,33.96,64.1,1973.08,Tomato,Urea
Sandy,6.17,34.12,48,56,110,13.67,43.58,1457.97,Tomato,Urea
Loamy,6.37,42.57,45,39,55,13.29,62.5,1721.03,Tomato,Urea
Silt,6.95,37.74,60,62,49,24.14,32.69,1676.8,Tomato,Urea
Silt,7.74,51.98,153,23,41,28.93,73.59,511.12,Tomato,DAP
Loamy,4.84,40.4,37,74,38,22.96,32.62,2050.5,Tomato,Urea
Sandy,5.22,51.66,137,89,73,34.23,47.86,2543.42,Tomato,Compost
Sandy,5.95,29.91,121,26,101,19.63,73.46,2148.08,Tomato,DAP
Sandy,6.36,59.47,98,83,27,24.47,62.69,2069.31,Tomato,MOP
Silt,5.6,19.22,23,56,90,20.62,43.14,1733.36,Tomato,Urea
Sandy,8.27,18.32,109,66,85,33.65,87.34,2947.74,Tomato,Zinc Sulphate
Clay,8.16,40.9,123,37,37,28.29,85.94,1974.07,Tomato,DAP
Clay,5.41,54.85,83,44,75,32.66,58.2,1686.35,Tomato,Compost
Silt,5.5,24.28,50,46,81,16.78,54.91,1183.63,Tomato,Urea
Silt,5.1,42.2,73,67,102,12.5,36.99,1065.68,Tomato,Compost
Loamy,6.61,36.75,120,34,61,18.9,60.11,915.3,Tomato,DAP
Silt,6.94,23.67,66,45,94,27.82,62.71,1863.54,Tomato,DAP
Silt,4.77,18.97,28,52,70,10.24,81.57,2287.92,Tomato,Urea
Loamy,6.16,47.4,81,84,57,27.08,74.27,1664.77,Tomato,SSP
Sandy,7.1,10.96,45,78,49,31.37,73.95,2231.44,Tomato,Urea
Silt,6.99,49.68,145,51,70,24.47,61.13,555.3,Tomato,Zinc Sulphate
Sandy,4.58,42.05,41,41,102,25.87,36.2,260.96,Tomato,Urea
Clay,4.96,49.92,67,61,100,13.01,44.73,586.87,Tomato,Compost
Loamy,4.73,34.43,47,47,22,19.14,52.11,2725.01,Tomato,Urea
Clay,4.62,49.84,90,76,59,39.58,85.65,945.43,Tomato,Compost
Sandy,6.06,58.36,83,10,62,29.66,41.95,947.56,Tomato,DAP
Silt,7.07,33.43,70,18,67,13.25,31.23,1618.0,Tomato,DAP
Loamy,7.67,55.72,31,78,50,38.14,69.72,2342.89,Tomato,Urea
Clay,6.27,39.55,142,80,20,31.06,86.83,234.11,Tomato,MOP
Clay,5.12,30.85,100,89,70,32.77,87.12,1438.1,Tomato,Compost
Loamy,5.47,37.28,43,77,64,34.84,34.61,453.16,Tomato,Urea
Clay,5.03,17.45,79,58,43,17.16,48.45,1922.34,Tomato,Compost
Loamy,8.15,52.84,80,46,94,32.24,86.01,2624.17,Tomato,Zinc Sulphate
Loamy,8.37,36.46,23,24,30,34.96,85.32,2190.64,Tomato,Urea
Loamy,7.2,33.52,104,42,65,20.03,31.08,861.43,Tomato,NPK
Clay,7.56,44.35,49,51,12,15.0,52.16,896.98,Tomato,Urea
Clay,8.47,56.56,136,53,40,33.03,83.09,385.77,Tomato,Zinc Sulphate
Clay,6.84,48.84,72,24,89,19.25,69.78,1676.22,Tomato,DAP
Silt,7.71,44.11,24,33,60,16.35,38.84,1913.52,Tomato,Urea
Silt,5.51,12.66,133,56,26,15.12,71.91,2033.78,Tomato,MOP
Silt,6.84,32.83,104,24,33,35.81,46.48,261.06,Tomato,DAP
Loamy,7.04,43.63,69,29,64,19.18,64.06,2341.99,Tomato,DAP
Loamy,6.76,57.64,95,40,20,14.17,50.34,754.33,Tomato,MOP
Clay,7.06,28.59,158,31,63,19.09,85.16,1486.35,Tomato,DAP
Sandy,6.13,20.86,105,49,85,10.93,36.24,440.07,Tomato,Zinc Sulphate
Silt,8.08,27.55,75,32,41,36.97,60.25,2857.3,Tomato,DAP
Sandy,7.85,35.6,69,12,98,16.92,65.22,2836.7,Tomato,DAP
Sandy,8.37,41.79,24,67,39,23.12,43.86,1338.71,Tomato,Urea
Silt,6.72,47.46,131,21,68,27.02,40.39,239.56,Tomato,DAP
Loamy,8.5,54.63,36,28,112,14.47,85.14,2843.2,Tomato,Urea
Loamy,8.23,26.02,63,55,110,30.06,85.69,2026.56,Tomato,Zinc Sulphate
Sandy,4.95,19.16,109,37,14,12.96,61.76,2451.95,Tomato,DAP
Sandy,4.67,32.05,145,79,112,21.0,80.81,1926.71,Tomato,Compost
Loamy,4.77,10.16,119,59,107,10.93,74.75,448.36,Tomato,Compost
Loamy,5.2,26.03,112,49,15,29.33,80.35,1418.07,Tomato,MOP
Loamy,8.11,34.06,23,38,73,34.23,66.26,1658.82,Tomato,Urea
Sandy,8.39,20.34,127,15,43,34.97,59.4,2935.69,Tomato,DAP
Silt,8.38,20.24,135,42,64,31.85,45.63,564.98,Tomato,Zinc Sulphate
Clay,6.17,24.67,74,27,97,35.23,51.44,2659.29,Tomato,DAP
Loamy,7.74,51.84,80,71,41,23.44,82.18,2165.42,Tomato,NPK
Clay,4.73,46.07,153,68,68,32.23,66.96,223.79,Tomato,Compost
Sandy,6.2,17.21,31,27,51,37.68,61.43,724.47,Tomato,Urea
Silt,4.75,52.72,63,40,99,26.06,87.02,1025.86,Tomato,Compost
Loamy,6.16,32.97,25,61,45,27.3,79.14,2989.4,Tomato,Urea
Loamy,6.96,43.74,56,22,87,32.89,53.66,1309.96,Tomato,Urea
Sandy,6.26,14.76,56,87,21,19.68,65.79,1284.72,Tomato,Urea
Sandy,8.32,48.92,35,61,59,11.32,49.12,2700.14,Tomato,Urea
Clay,6.0,27.96,86,77,37,19.97,38.89,1460.09,Tomato,MOP
Loamy,4.63,57.87,45,19,13,18.4,87.83,868.5,Tomato,Urea
Sandy,5.21,38.04,93,23,71,31.38,81.93,2435.07,Tomato,DAP
Clay,7.53,37.13,87,11,40,37.58,45.23,2818.13,Tomato,DAP
Silt,6.18,40.98,106,86,31,22.14,57.99,2525.62,Tomato,MOP
Silt,6.65,50.13,83,28,69,19.8,80.91,2164.83,Tomato,DAP
Sandy,4.58,40.18,95,44,32,12.32,47.54,412.91,Tomato,MOP
Sandy,7.56,51.22,114,25,73,14.72,45.02,362.77,Tomato,DAP
Silt,4.8,10.42,69,72,22,24.84,48.4,1436.94,Tomato,MOP
Loamy,8.49,31.6,88,66,94,33.54,83.84,1193.11,Tomato,Zinc Sulphate
Clay,8.28,53.56,22,68,105,10.35,43.59,1037.28,Tomato,Urea
Sandy,7.53,37.93,117,33,80,22.28,40.66,2211.77,Tomato,DAP
Loamy,4.51,15.28,38,71,63,11.58,70.49,1472.16,Tomato,Urea
Loamy,5.92,10.95,76,18,69,23.67,89.9,1318.48,Tomato,DAP
Sandy,8.23,52.46,119,36,70,22.76,82.07,2038.46,Tomato,DAP
Silt,4.59,17.04,24,33,93,32.75,49.74,2114.19,Tomato,Urea
Clay,6.67,42.43,90,44,99,30.18,34.8,2736.98,Tomato,NPK
Silt,5.33,14.39,23,38,100,36.58,75.53,256.28,Tomato,Urea
Sandy,6.62,47.76,97,35,49,36.33,65.4,2730.41,Tomato,DAP
Clay,5.9,59.82,76,16,14,34.73,64.82,2743.81,Tomato,DAP
Silt,6.48,42.57,101,19,25,16.47,35.05,2817.27,Tomato,DAP
Loamy,4.73,48.86,95,76,60,22.26,60.65,1637.81,Tomato,Compost
Sandy,4.95,39.06,159,86,15,38.91,86.31,1745.65,Tomato,MOP
Loamy,7.84,47.35,118,64,55,35.22,46.0,311.57,Tomato,Zinc Sulphate
Loamy,6.95,16.7,80,83,88,17.31,72.4,1910.23,Tomato,Compost
Clay,7.82,52.61,153,11,13,35.17,33.44,1516.23,Tomato,DAP
Silt,5.28,24.64,143,22,74,34.58,61.1,767.69,Tomato,DAP
Silt,4.55,43.07,33,22,19,35.04,63.8,810.31,Tomato,Urea
Clay,6.52,41.93,54,51,99,14.09,65.19,684.49,Tomato,Urea
Loamy,5.56,55.21,100,45,113,26.06,48.16,1554.23,Tomato,NPK
Silt,7.5,13.13,83,80,111,26.23,52.22,222.55,Tomato,DAP
Silt,7.54,57.34,111,62,50,22.73,45.4,2145.44,Tomato,Zinc Sulphate
Silt,8.32,19.51,99,78,52,14.97,59.61,458.17,Tomato,Zinc Sulphate
Loamy,7.59,29.78,57,79,60,28.99,86.69,2279.74,Tomato,Urea
Sandy,6.63,29.22,99,47,102,19.82,52.39,2429.69,Tomato,Urea
Sandy,7.17,30.72,41,40,119,33.77,52.19,760.04,Tomato,Urea
Loamy,8.31,49.39,152,26,19,13.76,76.68,530.74,Tomato,DAP
Clay,6.67,49.24,158,23,37,29.23,68.57,1725.16,Tomato,DAP
Loamy,4.9,47.87,49,46,88,28.08,77.52,446.71,Tomato,Urea
Silt,6.21,43.19,95,10,74,22.26,63.84,1064.58,Tomato,DAP
Silt,6.28,53.04,76,12,72,19.65,81.08,2028.07,Tomato,DAP
Loamy,5.27,26.11,49,62,18,15.65,68.72,2156.55,Tomato,Urea
Loamy,7.41,38.72,84,39,32,22.83,88.78,1974.11,Tomato,DAP
Loamy,4.7,56.16,51,71,61,27.01,44.82,544.08,Tomato,Urea
Loamy,6.89,20.59,81,81,40,18.08,50.62,365.38,Tomato,NPK
Sandy,6.11,35.15,68,10,114,16.46,60.39,2110.64,Tomato,DAP
Silt,5.99,58.59,44,62,23,22.68,45.64,733.88,Tomato,Urea
Loamy,5.79,27.76,144,34,50,28.05,35.57,1688.76,Tomato,DAP
Sandy,6.64,24.51,137,23,42,34.36,76.55,2516.84,Tomato,DAP
Sandy,4.95,51.99,29,88,34,32.88,62.32,347.82,Tomato,Urea
Sandy,6.38,33.67,158,43,103,14.59,64.18,2111.58,Tomato,NPK
Sandy,6.22,55.28,110,60,39,27.99,73.7,2587.45,Tomato,MOP
Silt,4.52,44.07,147,84,90,28.88,30.81,2926.09,Tomato,Compost
Clay,6.02,21.75,123,19,50,16.09,69.22,1349.11,Tomato,DAP
Sandy,7.21,17.36,113,69,66,26.64,30.22,1518.23,Tomato,NPK
Clay,4.92,15.48,45,44,89,28.93,61.7,1546.04,Tomato,Urea
Sandy,7.82,23.65,98,85,43,30.7,39.4,1597.98,Tomato,Zinc Sulphate
Loamy,5.55,43.45,47,61,74,22.31,47.26,2187.63,Tomato,Urea
Silt,8.02,45.83,77,15,90,29.87,73.85,520.09,Tomato,DAP
Silt,7.8,45.86,99,23,95,37.14,41.75,1486.88,Tomato,DAP
Sandy,7.71,33.32,80,79,47,29.71,64.88,650.76,Tomato,NPK
Loamy,7.21,31.7,68,23,48,23.81,58.95,312.11,Tomato,DAP
